message,intention,equipe
Why haven't I received my new card yet?,card_arrival,carte
My card hasn't came in the mail yet?,card_arrival,carte
I haven't received my card.,card_arrival,carte
Is it possible for me to track the card is was mailed to me?,card_arrival,carte
I was issued a card about a week ago. why hasn't it come in yet?,card_arrival,carte
Can you please tell me where my card is? I ordered it 2 weeks ago!,card_arrival,carte
Could you send me and up date on the arrival of my card?,card_arrival,carte
How long does it take to recieve my new card?,card_arrival,carte
What's the card you sent me's tracking number?,card_arrival,carte
i havent got my card,card_arrival,carte
I thought I would have received my new card at this point.,card_arrival,carte
Is it possible to track the card you sent me?,card_arrival,carte
How long will it be to get this new card?,card_arrival,carte
Can the card was sen to me be tracked?,card_arrival,carte
why have i not got my new card?,card_arrival,carte
I was expecting my new card by now.,card_arrival,carte
My new card isn't here and it was issued a week ago.,card_arrival,carte
"I was supposed to receive my new card by now, but it hasn't came in.",card_arrival,carte
Is a tracking number available for the card that was just sent?,card_arrival,carte
My card hasn't arrived yet. What do I do?,card_arrival,carte
My card appears to have never arrived?,card_arrival,carte
I just got my card.  It's not linked yet--how do I do that?,card_linking,carte
"lost card found, want to put it back in app",card_linking,carte
I found my old card. Can I link it back into the app?,card_linking,carte
I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?,card_linking,carte
How do I link one of your card that I already have?,card_linking,carte
If I have a physical card can I link it?,card_linking,carte
I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.,card_linking,carte
Can I add a card that I just found (again) to the app?,card_linking,carte
How can I make my card show up in the app?,card_linking,carte
I would like to reactivate a card and wondered if that could be done?,card_linking,carte
"I got my card now, how do I make it show up in the app?",card_linking,carte
How do I link an existing card?,card_linking,carte
How do I link a new card in the app?,card_linking,carte
"The card I thought was lost was just in my jacket, so can I reactivate it since I found it this morning?",card_linking,carte
I already have a card and want to link it,card_linking,carte
Where do I go to add a new card?,card_linking,carte
I want my card I just received to show up in the app. How do I do that?,card_linking,carte
"I received my card, how do I get it to show in the app?",card_linking,carte
"I want to reactivate my card, I thought I had lost it but found it again this morning.",card_linking,carte
Will I need a new card or can I put my old card back into the app?,card_linking,carte
How do I add a new card?,card_linking,carte
"I want to reactivate my card, I found it after thinking it was lost.",card_linking,carte
"Now that I have my card, how do I connect it to the app?",card_linking,carte
How do I add the card I just received to show up in the app?,card_linking,carte
"I want to reactivate my card, I thought I had lost it but I found it.",card_linking,carte
What do I need to do to link my new card for my account?,card_linking,carte
Can I add a card to back into the app?,card_linking,carte
What is the process to link the new card?,card_linking,carte
"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",card_linking,carte
Where can I link a new card?,card_linking,carte
How do I add a card on to the app?,card_linking,carte
"I've obtained the card, how do I enable it on the app?",card_linking,carte
I need to find the card I received in the app.,card_linking,carte
How do I get my card on the app?,card_linking,carte
"In the app, how can I make it show the new card that arrived?",card_linking,carte
I would like to link my card to my account.,card_linking,carte
"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card.",card_linking,carte
How can I link the new card?,card_linking,carte
I got a new card and can't find where to link it.,card_linking,carte
"Hey, I have my card, how do I get it to show in the app?",card_linking,carte
Where do I scan my card?,card_linking,carte
How do I add my new card to the app?,card_linking,carte
Can I add a card back to the app?,card_linking,carte
"I recently reported my card as missing/lost, and I just found it. Can I still use it?",card_linking,carte
If my card was lost or stolen can I re-link it?,card_linking,carte
How do I link a new payment card?,card_linking,carte
I would like to reactivate my card that I previously reported lost. I located the card this morning.,card_linking,carte
What do I do to link my new card?,card_linking,carte
Is it possible to link a new card?,card_linking,carte
"I found my card that I thought I had lost, I need to reactive it, please help.",card_linking,carte
"My card arrived but I need to make it work in the app, how do I do that?",card_linking,carte
I found my card again. Can I put it back into the app?,card_linking,carte
How do I get my card into the app?,card_linking,carte
How do I reactivate my card?,card_linking,carte
"I thought I lost my card but I found it today, so I would like to reactivate it.",card_linking,carte
How do I link the new card that I just got from you guys?,card_linking,carte
How do I make my card appear on the app?,card_linking,carte
How do I link the new card?,card_linking,carte
Where in the app do I link a new card?,card_linking,carte
I received my new card.  Where is it in the app?,card_linking,carte
"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?",card_linking,carte
"I received my card, how do I get it to work in the app?",card_linking,carte
What do I do if I already had a card with you guys?,card_linking,carte
if i found a lost card can i put it back in app,card_linking,carte
"My new card isn't in my app, how do I get it in there?",card_linking,carte
Help me access the card I already got so I can information from it.,card_linking,carte
What is my money worth in other countries?,exchange_rate,paiement
Will my money be of equal value when I travel abroad?,exchange_rate,paiement
What foreign exchange rate will I get on weekdays and on the weekends?,exchange_rate,paiement
What is the exchange looking like?,exchange_rate,paiement
How is the exchange rate doing?,exchange_rate,paiement
"If I need to cash foreign transfers, how does that work?",exchange_rate,paiement
What are you exchange rates?,exchange_rate,paiement
Do you have the best exchange rate?,exchange_rate,paiement
What's the process for exchanges?,exchange_rate,paiement
How are exchange rates calculated at this bank?,exchange_rate,paiement
What do you use to figure out the exchange rate for the card?,exchange_rate,paiement
What's the foreign exchange rate I will receive?,exchange_rate,paiement
What are the current exchange rates?,exchange_rate,paiement
What exchange rate will I receive?,exchange_rate,paiement
What is the basis of your exchange rates?,exchange_rate,paiement
How do you determine your exchange rates?,exchange_rate,paiement
How do the foreign exchange rates work?,exchange_rate,paiement
Where are you getting your exchange rates from?,exchange_rate,paiement
How is the exchange rate calculated?,exchange_rate,paiement
I'm interested in what your exchange rates are based on.,exchange_rate,paiement
How do you decide what the exchange rates are?,exchange_rate,paiement
What is the current exchange rate?,exchange_rate,paiement
What is the formula for your exchange rate?,exchange_rate,paiement
What method do you use for the exchange rate?,exchange_rate,paiement
What are Interbanks current exchange rates?,exchange_rate,paiement
from where are coming your exchange rates?,exchange_rate,paiement
Why is your exchange rate different on different days?,exchange_rate,paiement
Where can I get your exchange rates from?,exchange_rate,paiement
How do you find the exchange rate?,exchange_rate,paiement
How are exchange rates determined?,exchange_rate,paiement
What value can I get for my currency?,exchange_rate,paiement
What are your exchange rates calculated from?,exchange_rate,paiement
What is your opinion on the exchange rate?,exchange_rate,paiement
"When exchanging, how much are the rates?",exchange_rate,paiement
How can I find your exchange rates?,exchange_rate,paiement
Could you please tell me your exchange rates?,exchange_rate,paiement
How does the exchange rate work?,exchange_rate,paiement
What is the present state of the exchange rate?,exchange_rate,paiement
How are foreign exchange rates determined?,exchange_rate,paiement
Please explain the exchange rates.,exchange_rate,paiement
What is the foreign exchange rate you will apply?,exchange_rate,paiement
What factors effect the exchange rate?,exchange_rate,paiement
How do I know what the exchange rate will be when I make an exchange.,exchange_rate,paiement
Is the exchange rate the same on weekends as the weekdays?,exchange_rate,paiement
What factors determine your exchange rate?,exchange_rate,paiement
How are the exchange rates determined?,exchange_rate,paiement
I would like to know what your exchange rates are.,exchange_rate,paiement
What are the exchange rates?,exchange_rate,paiement
How much are the rates of exchange?,exchange_rate,paiement
Your exchange rates are coming from where?,exchange_rate,paiement
Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?,exchange_rate,paiement
How are the exchange rates for transfers calculated?,exchange_rate,paiement
How do I know how much money I will have when I travel abroad?,exchange_rate,paiement
Can you tell me your exchange rates?,exchange_rate,paiement
Does this app have the same exchange rate as third parties?,exchange_rate,paiement
what are your exchange rates at?,exchange_rate,paiement
Tell me your opinion on the exchange rate.,exchange_rate,paiement
I'd like to know what you guys look at to decide an exchange rate,exchange_rate,paiement
I want to know your exchange rates.,exchange_rate,paiement
i need to know about exchange rates,exchange_rate,paiement
Where do you get those exchange rates?,exchange_rate,paiement
How do you determine the exchange rate?,exchange_rate,paiement
What foreign exchange rate will I get?,exchange_rate,paiement
Can you please explain why the exchange rate for the item I bought is wrong?,card_payment_wrong_exchange_rate,paiement
I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap.,card_payment_wrong_exchange_rate,paiement
My payment has an incorrect exchange rate.,card_payment_wrong_exchange_rate,paiement
my exchange rate looks wrong for my last payment,card_payment_wrong_exchange_rate,paiement
the exchange rate on my payment was wrong,card_payment_wrong_exchange_rate,paiement
Why is the exchange rate terrible?  That can't be close to the actual interbank rate.,card_payment_wrong_exchange_rate,paiement
An incorrect exchange rate was applied to an item I bought.,card_payment_wrong_exchange_rate,paiement
The exchange rate on my payment doesn't look right,card_payment_wrong_exchange_rate,paiement
This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!,card_payment_wrong_exchange_rate,paiement
After purchasing an item I noticed the exchange rate was incorrect.,card_payment_wrong_exchange_rate,paiement
The amount of exchange was not correct for the item i bought.,card_payment_wrong_exchange_rate,paiement
Why was the exchange rate so wrong when I bought something!,card_payment_wrong_exchange_rate,paiement
My exchange rate was wrong for an Item I bought!,card_payment_wrong_exchange_rate,paiement
I was using a foreign currecy to make a payment and the applied the wrong rate.,card_payment_wrong_exchange_rate,paiement
The exchange rate was incorrect for this item I bought.,card_payment_wrong_exchange_rate,paiement
I purchased something overseas and the incorrect exchange rate was applied.,card_payment_wrong_exchange_rate,paiement
The exchange rate is incorrect for my payment.,card_payment_wrong_exchange_rate,paiement
I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?,card_payment_wrong_exchange_rate,paiement
I bought something in another country but the exchange rate is wrong,card_payment_wrong_exchange_rate,paiement
I bought an item and the exchange rate was wrong.,card_payment_wrong_exchange_rate,paiement
Exchange rate for my card payment is wrong,card_payment_wrong_exchange_rate,paiement
There was a problem with the exchange rate on a purchase.,card_payment_wrong_exchange_rate,paiement
"I recently purchased something, and the exchange rate was wrong.",card_payment_wrong_exchange_rate,paiement
What if there is an error on the exchange rate?,card_payment_wrong_exchange_rate,paiement
Why is my exchange rate wrong?,card_payment_wrong_exchange_rate,paiement
This exchange rate on my purchase is wrong.,card_payment_wrong_exchange_rate,paiement
The exchange rate looks wrong on a holiday purchase,card_payment_wrong_exchange_rate,paiement
I bought something and I take issue with the exchange rate applied.,card_payment_wrong_exchange_rate,paiement
You did not give me the correct exchange rate for an item that I bought.,card_payment_wrong_exchange_rate,paiement
I checked on google and the exchange rate you are using is really bad. Can you update it?,card_payment_wrong_exchange_rate,paiement
"In regards to my card payment, the exchange rate is incorrect.",card_payment_wrong_exchange_rate,paiement
I bough an item and the exchange rate was incorrect.,card_payment_wrong_exchange_rate,paiement
I question today's exchange rate for rubles into pounds. I was hoping for a better return.,card_payment_wrong_exchange_rate,paiement
My currency rate is inaccurate.,card_payment_wrong_exchange_rate,paiement
I was charged the wrong exchange rate on a purchase,card_payment_wrong_exchange_rate,paiement
Can you change the rate for the item I bought in a different currency as it is wrong?,card_payment_wrong_exchange_rate,paiement
The currency exchange for my purchase in foreign currency is incorrect.,card_payment_wrong_exchange_rate,paiement
My foreign currency exchange has been applied incorrectly.,card_payment_wrong_exchange_rate,paiement
I noticed that the exchange rate applied to a recent purchase I made abroad was incorrect.,card_payment_wrong_exchange_rate,paiement
"I purchased something while traveling, and the exchange rate applied was wrong.",card_payment_wrong_exchange_rate,paiement
Why is the exchange rate different on my recent purchase?,card_payment_wrong_exchange_rate,paiement
I wasn't charged the correct exchange rate for an item I purchased.,card_payment_wrong_exchange_rate,paiement
Does the fee for exchange change?,card_payment_wrong_exchange_rate,paiement
The rate applied to my purchase in a foreign currency was wrong.,card_payment_wrong_exchange_rate,paiement
"I bought something while traveling, and the exchange rate was wrong.",card_payment_wrong_exchange_rate,paiement
Seems like the exchange rate for my payment last Saturday was wrong. I was charged extra.,card_payment_wrong_exchange_rate,paiement
It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much!,card_payment_wrong_exchange_rate,paiement
I bought an item then noticed the exchange rate was wrong.,card_payment_wrong_exchange_rate,paiement
The exchange rate applied is wrong for my international purchase.,card_payment_wrong_exchange_rate,paiement
My card payment had the wrong exchange rate,card_payment_wrong_exchange_rate,paiement
It seems that the rate I got is incorrect.,card_payment_wrong_exchange_rate,paiement
Was I charged more than I should of been for a currency exchange?,card_payment_wrong_exchange_rate,paiement
What do i do if the exchange rate was wrong for the item i bought overseas?,card_payment_wrong_exchange_rate,paiement
My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened?,card_payment_wrong_exchange_rate,paiement
The exchange rate was not correct for the item I bought.,card_payment_wrong_exchange_rate,paiement
The correct exchange rate wasn't given to me for an item I purchased.,card_payment_wrong_exchange_rate,paiement
"I bought something in another currency, but the exchange rate was incorrect.",card_payment_wrong_exchange_rate,paiement
the exchange rate is wrong from something I got in another country,card_payment_wrong_exchange_rate,paiement
"The exchange rate given to me after a purchase, was incorrect",card_payment_wrong_exchange_rate,paiement
Why is the exchange rate different from what I expected?,card_payment_wrong_exchange_rate,paiement
The exchange rate you are using is really bad.This can't be the official interbank exchange rate.,card_payment_wrong_exchange_rate,paiement
Why was I charged extra on my last UK pound to Russian ruble exchange?,card_payment_wrong_exchange_rate,paiement
Why was the wrong rate applied when I bought something in a different currency?,card_payment_wrong_exchange_rate,paiement
I bought something abroad and the exchange rate applied is wrong,card_payment_wrong_exchange_rate,paiement
An item I bought had the wrong exchange rate applied.,card_payment_wrong_exchange_rate,paiement
Why was my exchange rate a different amount than usual?,card_payment_wrong_exchange_rate,paiement
I want to change the wrong exchange rate.,card_payment_wrong_exchange_rate,paiement
I recently bought something abroad but the exchange rate is incorrect. Why?,card_payment_wrong_exchange_rate,paiement
I did not receive the correct amount for the exchange rate.,card_payment_wrong_exchange_rate,paiement
I believe you charged me too much to exchange my money,card_payment_wrong_exchange_rate,paiement
I made a purchase and was charged at the wrong foreign exchange rate.,card_payment_wrong_exchange_rate,paiement
Your foreign exchange rate is wrong.,card_payment_wrong_exchange_rate,paiement
It looks like the exchange rates on my card payment are wrong,card_payment_wrong_exchange_rate,paiement
I bought an item at the wrong exchange rate.,card_payment_wrong_exchange_rate,paiement
I bought an item that I was charged a different exchange rate for.,card_payment_wrong_exchange_rate,paiement
I am not receiving the correct exchange rate on my card.,card_payment_wrong_exchange_rate,paiement
When I purchased a product in another country the currency exchange was incorrect.,card_payment_wrong_exchange_rate,paiement
The exchange rate used on your app is really bad. I'm considering closing my account because of it.,card_payment_wrong_exchange_rate,paiement
Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.,card_payment_wrong_exchange_rate,paiement
Why am I being charged the wrong currency exchange when I purchased something abroad?,card_payment_wrong_exchange_rate,paiement
I didn't receive the correct exchange rate for an item that I bought.,card_payment_wrong_exchange_rate,paiement
Why is the exchange rate on my card wrong?,card_payment_wrong_exchange_rate,paiement
The exchange rate is incorrect for something I bought,card_payment_wrong_exchange_rate,paiement
My payment had a wrong exchange rate.,card_payment_wrong_exchange_rate,paiement
The exchange rate for my electronic payment is incorrect.,card_payment_wrong_exchange_rate,paiement
Why was I charged a higher exchange rate when I bought something abroad?,card_payment_wrong_exchange_rate,paiement
Why didn't I receive the correct exchange rate for an item that I purchased?,card_payment_wrong_exchange_rate,paiement
My rate of exchange was wrong.,card_payment_wrong_exchange_rate,paiement
I recently bought something in foreign currency and I am unsure of the exchange rate. Is this rate applied correctly?,card_payment_wrong_exchange_rate,paiement
I purchased something abroad but the exchange rate is incorrect.,card_payment_wrong_exchange_rate,paiement
There's an error in regards to the exchange rate for an item I bought.,card_payment_wrong_exchange_rate,paiement
I purchased an item and the exchange rate was wrong,card_payment_wrong_exchange_rate,paiement
"I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?",card_payment_wrong_exchange_rate,paiement
I was charged extra. Was the exchange rate for my payment last Saturday wrong?,card_payment_wrong_exchange_rate,paiement
The exchange rate that was applied for an international purchase was wrong.,card_payment_wrong_exchange_rate,paiement
Why am I being charged more on exchange with things I bought abroad?,card_payment_wrong_exchange_rate,paiement
"I  have been charged more than I should for the presents I bought  when abroad, the problem seems to be the exchange rate.",card_payment_wrong_exchange_rate,paiement
Why is there a 1 euro fee on my statement?,extra_charge_on_statement,frais
What is the $1 transaction on my account?,extra_charge_on_statement,frais
What is this extra pound charge for?,extra_charge_on_statement,frais
What is the reason for the extra fee on my statement?,extra_charge_on_statement,frais
"I have a strange transaction for £1 on my statement, what is that?",extra_charge_on_statement,frais
I have been charged a pound for something that appears on my statement,extra_charge_on_statement,frais
Why is there a $1 charge on my statement?,extra_charge_on_statement,frais
Where did this extra €1 fee on my statement come from?,extra_charge_on_statement,frais
Can you tell me what this fee is on my statement?,extra_charge_on_statement,frais
Why has another fee been placed on my statement?,extra_charge_on_statement,frais
There has been a charge pending on my account statement that I can't figue out it's for a dollar.,extra_charge_on_statement,frais
€1 was in my statement as an extra fee.,extra_charge_on_statement,frais
Why is there an extra charge on my statement.,extra_charge_on_statement,frais
I see a $1 charge in a transaction.,extra_charge_on_statement,frais
I checked my account today and saw that I was charged an extra pound that I did not spend.,extra_charge_on_statement,frais
What is the extra €1 on my statement for?,extra_charge_on_statement,frais
$1 charge in transaction.,extra_charge_on_statement,frais
Why is there an extra pound charge that is pending?,extra_charge_on_statement,frais
I was wrongfully charged one pound.,extra_charge_on_statement,frais
Why is there an extra fee charged?,extra_charge_on_statement,frais
Is the 1 pound charge I can see an error or an incorrect entry?,extra_charge_on_statement,frais
Why was I charged $1 in a transaction?,extra_charge_on_statement,frais
I am seeing and extra 1$ charged to my account and wanted to know about it.,extra_charge_on_statement,frais
Why did you charge me extra?,extra_charge_on_statement,frais
An extra pound was charged!,extra_charge_on_statement,frais
Why do I see an extra fee on my statement?,extra_charge_on_statement,frais
"There must have been a mistake, why was I charged an extra pound?",extra_charge_on_statement,frais
"When I look at my statement there is an extra fee, that is for what?",extra_charge_on_statement,frais
There is an extra small charge on my card! What do I do?,extra_charge_on_statement,frais
"I looked at my statement, and there is a charge for 1£ that I don't recognize.  Why is it on there?",extra_charge_on_statement,frais
I got a €1 extra fee in my statement,extra_charge_on_statement,frais
What is the extra fee on my statement?,extra_charge_on_statement,frais
Why have I been charged an extra £1?,extra_charge_on_statement,frais
I was overcharged one extra pound!,extra_charge_on_statement,frais
Why has my card been charged an extra pound?,extra_charge_on_statement,frais
I was made to pay an additional pound!,extra_charge_on_statement,frais
I was charged an extra pound for no reason. Why is that?,extra_charge_on_statement,frais
It appears I have a fee in my statement.,extra_charge_on_statement,frais
I was overcharged a pound.,extra_charge_on_statement,frais
Why do i have an extra fee on my statement?,extra_charge_on_statement,frais
What am I being charged an extra pound when I haven't bought something worth that much?,extra_charge_on_statement,frais
why was i charged a small amount,extra_charge_on_statement,frais
Do you also have this extra fee on your statement?,extra_charge_on_statement,frais
Why did I get charged one pound seemingly randomly?,extra_charge_on_statement,frais
I am being charged a pound out of nowhere. What is this?,extra_charge_on_statement,frais
"Hello, there seems to be a billing mistake associated with my account.  My app was charged $1 more than it should have.  Could you please explain why this may have happened?",extra_charge_on_statement,frais
I need some help figuring out what this strange payment is on my account. It's stays pending and won't go away.,extra_charge_on_statement,frais
What is this $1 charge on my account?,extra_charge_on_statement,frais
"There seems to be an additional charge of £1 on my statement, what is the reason for this?",extra_charge_on_statement,frais
There is some odd 1£ charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for a pound there.,extra_charge_on_statement,frais
There is a pending payment on my account that is very strange. I don't remember making this and it won't go away. Can you help me figure this out?,extra_charge_on_statement,frais
why does my statement contain an extra fee?,extra_charge_on_statement,frais
Can you tell me why I was charged $1 for a transaction?,extra_charge_on_statement,frais
Why is there an extra €1 fee in my statement?,extra_charge_on_statement,frais
"There is an extra charge on my account I didn't authorise, it's just £1, what is it?",extra_charge_on_statement,frais
Can you please explain to me why there is an extra €1 fee in my statement?,extra_charge_on_statement,frais
"There is an unexplained $1 charge on my statement, can you please explain this to me?",extra_charge_on_statement,frais
How can I find out about an extra fee on my statement?,extra_charge_on_statement,frais
"Hello, I see that I have been charged an extra $1 on my app.  Could you please provide me with a reason for this charge?",extra_charge_on_statement,frais
I checked my statement and am being charged one pound. Where did this charge come from?,extra_charge_on_statement,frais
I wanted to know about a pending dollar that is on my statement.,extra_charge_on_statement,frais
"I'm pretty frustrated about a pound charge that keeps  showing up in my account statement. It's listed in the app as ""pending"", it never changes, and now I'm thinking someone's hacked my account!",extra_charge_on_statement,frais
I was charged an extra pound.,extra_charge_on_statement,frais
How come there is an extra fee on my statement?,extra_charge_on_statement,frais
Why is there an extra charge of 1 dollar on my statement?,extra_charge_on_statement,frais
Why was I charged extra on my app?,extra_charge_on_statement,frais
Why was my account assessed a fee?,extra_charge_on_statement,frais
There is an extra 1£ charge on my app. Why did you charge me extra?,extra_charge_on_statement,frais
The $1.00 has still not been reverted as indicated in the previous email.,extra_charge_on_statement,frais
My statement shows and extra 1$ that was charged to it and I would like to know why.,extra_charge_on_statement,frais
"There is an extra $1 charge on my statement, why is that?",extra_charge_on_statement,frais
Is the 1 pound charge going to be reimbursed on my card?,extra_charge_on_statement,frais
I  see an extra 1£ charge on my app. Why did It charge me extra?,extra_charge_on_statement,frais
Why is there a fee added to my statement?,extra_charge_on_statement,frais
There is a charge for 1£ on my statement.  I do not think that I bought anything that costed 1£.  What is going on?,extra_charge_on_statement,frais
Why is there an additional fee showing on the statement I received?,extra_charge_on_statement,frais
Where did the  €1 fee in my statement come from,extra_charge_on_statement,frais
What is this random charge of one pound doing on my account?,extra_charge_on_statement,frais
My statement is showing an extra £1 charge and I am unsure why. Is there an explanation for this?,extra_charge_on_statement,frais
Do I have a $1 extra fee on the statement?,extra_charge_on_statement,frais
How long will the $1 charge show as pending?,extra_charge_on_statement,frais
I was overcharged an additional pound.,extra_charge_on_statement,frais
I've been charged an extra £1 and I don't know why,extra_charge_on_statement,frais
My statement is showing I was Charged a dollar and I am not sure why.,extra_charge_on_statement,frais
Why is there a €1 charge on my statement?,extra_charge_on_statement,frais
An extra fee of €1 was in my statement,extra_charge_on_statement,frais
I would like to know why a withdraw I made for some cash shows up as pending.,pending_cash_withdrawal,retrait
Why is my cash withdrawal still showing as pending?,pending_cash_withdrawal,retrait
I tried to get cash out of the ATM but it is taking too long,pending_cash_withdrawal,retrait
What does it mean if my cash withdrawal does not show up properly?,pending_cash_withdrawal,retrait
"Hello, I have a pending transaction in my account due to an ATM machine that wasn't working. In any case if the transaction goes through, after how long can I get my money back?",pending_cash_withdrawal,retrait
Why is my ATM withdrawal still pending?,pending_cash_withdrawal,retrait
Is the cash withdrawal going to show?,pending_cash_withdrawal,retrait
"Cash withdrawal has been pending, why is it so?",pending_cash_withdrawal,retrait
My account shows up as pending after I received cash from the ATM earlier.  How can this be still pending? I've got the cash already.,pending_cash_withdrawal,retrait
How long does it take to verify a cash withdraw?,pending_cash_withdrawal,retrait
"The transaction for the cash I pulled out of the ATM earlier is pending in the app, but how if I already have the cash?",pending_cash_withdrawal,retrait
Why has my withdrawal not posted?,pending_cash_withdrawal,retrait
"When I used one of the ATMs in the city centre today, I tried to take out some money, but for whatever reason, the machine declined my card. Just checked it out in my account and that amount is still showing as pending! Is there any way that you can cancel this transaction, because I did not receive any money whatsoever from the ATM",pending_cash_withdrawal,retrait
Why is the cash withdraw I made shown as pending?,pending_cash_withdrawal,retrait
"Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money.",pending_cash_withdrawal,retrait
Should my cash withdrawal still be pending?,pending_cash_withdrawal,retrait
"Hey, I tried to withdraw some cash earlier and it's saying it's pending? Will I be charged for this?",pending_cash_withdrawal,retrait
There should be a cash withdrawal that I haven't seen yet.,pending_cash_withdrawal,retrait
Why is the app showing a still pending message on a withdraw that has already been done?,pending_cash_withdrawal,retrait
Why is my cash withdrawal still pending?,pending_cash_withdrawal,retrait
"If my cash withdrawal is still not showing, is something wrong?",pending_cash_withdrawal,retrait
I made a cash withdrawal at an ATM but it still says pending in my account.,pending_cash_withdrawal,retrait
Why hasn't my withdrawal shown on my statement?,pending_cash_withdrawal,retrait
I have withdrawn cash from the ATM but it is showing in my account as a pending transation. Why is this?,pending_cash_withdrawal,retrait
I made a cash withdrawal earlier and it's showing as pending.  What does that mean?,pending_cash_withdrawal,retrait
I tried to withdraw cash at an ATM in the city center but my card was declined. The transaction is still showing up as pending - please cancel it!,pending_cash_withdrawal,retrait
"So much time has gone by, the pending status shouldn't still be there shouldn't it?",pending_cash_withdrawal,retrait
Do you know when the withdrawal will show?,pending_cash_withdrawal,retrait
I have a withdrawal waiting to go through.,pending_cash_withdrawal,retrait
I took out some cash from the ATM but it is still showing the transaction is pending.,pending_cash_withdrawal,retrait
My cash withdrawal isnt showing on my account,pending_cash_withdrawal,retrait
